2008,02,26, 100000.0
2008,02,27, 100867.0
2008,02,28, 101120.0
2008,02,29, 100699.0
2008,03,03, 99283.0
2008,03,04, 98041.0
2008,03,05, 98041.0
2008,03,06, 98041.0
2008,03,07, 98041.0
2008,03,10, 98041.0
2008,03,11, 98041.0
2008,03,12, 98041.0
2008,03,13, 98041.0
2008,03,14, 98041.0
2008,03,17, 98041.0
2008,03,18, 98041.0
2008,03,19, 98041.0
2008,03,20, 98041.0
2008,03,24, 98041.0
2008,03,25, 98041.0
2008,03,26, 98041.0
2008,03,27, 98041.0
2008,03,28, 98041.0
2008,03,31, 98041.0
2008,04,01, 98041.0
2008,04,02, 98134.0
2008,04,03, 98175.0
2008,04,04, 98166.0
2008,04,07, 98178.0
2008,04,08, 98200.0
2008,04,09, 98200.0
2008,04,10, 98200.0
2008,04,11, 98200.0
2008,04,14, 98200.0
2008,04,15, 98200.0
2008,04,16, 98200.0
2008,04,17, 98200.0
2008,04,18, 98200.0
2008,04,21, 98498.0
2008,04,22, 98498.0
2008,04,23, 98498.0
2008,04,24, 98498.0
2008,04,25, 98498.0
2008,04,28, 98498.0
2008,04,29, 98471.0
2008,04,30, 98475.0
2008,05,01, 98569.0
2008,05,02, 98569.0
2008,05,05, 98569.0
2008,05,06, 98569.0
2008,05,07, 98569.0
2008,05,08, 98569.0
2008,05,09, 98519.0
2008,05,12, 98519.0
2008,05,13, 98519.0
2008,05,14, 98519.0
2008,05,15, 98519.0
2008,05,16, 98699.0
2008,05,19, 98699.0
2008,05,20, 98699.0
2008,05,21, 98699.0
2008,05,22, 98699.0
2008,05,23, 98617.0
2008,05,27, 98617.0
2008,05,28, 98617.0
2008,05,29, 98617.0
2008,05,30, 98617.0
2008,06,02, 98617.0
2008,06,03, 98617.0
2008,06,04, 98617.0
2008,06,05, 98617.0
2008,06,06, 98617.0
2008,06,09, 98617.0
2008,06,10, 98617.0
2008,06,11, 98617.0
2008,06,12, 98617.0
2008,06,13, 98617.0
2008,06,16, 98617.0
2008,06,17, 98617.0
2008,06,18, 98617.0
2008,06,19, 98617.0
2008,06,20, 98617.0
2008,06,23, 98617.0
2008,06,24, 98617.0
